Location Names,Paso Mazangano,Paso Mazangano
Location Ids,64.0,64.0
Time,H.obs,Q.obs
2022-08-23 00:00:00,3.13,87.44
2022-08-23 00:30:00,3.14,87.93
2022-08-23 01:00:00,3.14,87.93
2022-08-23 01:30:00,3.14,87.93
2022-08-23 02:00:00,3.14,87.93
2022-08-23 02:30:00,3.15,88.42
2022-08-23 03:00:00,3.15,88.42
2022-08-23 03:30:00,3.15,88.42
2022-08-23 04:00:00,3.15,88.42
2022-08-23 04:30:00,3.16,88.92
2022-08-23 05:00:00,3.16,88.92
2022-08-23 05:30:00,3.16,88.92
2022-08-23 06:00:00,3.17,89.41
2022-08-23 06:30:00,3.16,88.92
2022-08-23 07:00:00,3.17,89.41
2022-08-23 07:30:00,3.17,89.41
2022-08-23 08:00:00,3.17,89.41
2022-08-23 08:30:00,3.17,89.41
2022-08-23 09:00:00,3.17,89.41
2022-08-23 09:30:00,3.18,89.9
2022-08-23 10:00:00,3.18,89.9
2022-08-23 10:30:00,3.18,89.9
2022-08-23 11:00:00,3.18,89.9
2022-08-23 11:30:00,3.18,89.9
2022-08-23 12:00:00,3.19,90.4
2022-08-23 12:30:00,3.19,90.4
2022-08-23 13:00:00,3.19,90.4
2022-08-23 13:30:00,3.19,90.4
2022-08-23 14:00:00,3.19,90.4
2022-08-23 14:30:00,3.2,90.9
2022-08-23 15:00:00,3.19,90.4
2022-08-23 15:30:00,3.2,90.9
2022-08-23 16:00:00,3.2,90.9
2022-08-23 16:30:00,3.2,90.9
2022-08-23 17:00:00,3.2,90.9
2022-08-23 17:30:00,3.2,90.9
2022-08-23 18:00:00,3.2,90.9
2022-08-23 18:30:00,3.2,90.9
2022-08-23 19:00:00,3.2,90.9
2022-08-23 19:30:00,3.2,90.9
2022-08-23 20:00:00,3.2,90.9
2022-08-23 20:30:00,3.21,91.4
2022-08-23 21:00:00,3.2,90.9
2022-08-23 21:30:00,3.21,91.4
2022-08-23 22:00:00,3.21,91.4
2022-08-23 22:30:00,3.21,91.4
2022-08-23 23:00:00,3.21,91.4
2022-08-23 23:30:00,3.21,91.4
2022-08-24 00:00:00,3.2,90.9
2022-08-24 00:30:00,3.21,91.4
2022-08-24 01:00:00,3.2,90.9
2022-08-24 01:30:00,3.21,91.4
2022-08-24 02:00:00,3.21,91.4
2022-08-24 02:30:00,3.2,90.9
2022-08-24 03:00:00,3.2,90.9
2022-08-24 03:30:00,3.2,90.9
2022-08-24 04:00:00,3.21,91.4
2022-08-24 04:30:00,3.2,90.9
2022-08-24 05:00:00,3.2,90.9
2022-08-24 05:30:00,3.2,90.9
2022-08-24 06:00:00,3.2,90.9
2022-08-24 06:30:00,3.19,90.4
2022-08-24 07:00:00,3.19,90.4
2022-08-24 07:30:00,3.19,90.4
2022-08-24 08:00:00,3.19,90.4
2022-08-24 08:30:00,3.19,90.4
2022-08-24 09:00:00,3.19,90.4
2022-08-24 09:30:00,3.19,90.4
2022-08-24 10:00:00,3.19,90.4
2022-08-24 10:30:00,3.18,89.9
2022-08-24 11:00:00,3.18,89.9
2022-08-24 11:30:00,3.17,89.41
2022-08-24 12:00:00,3.17,89.41
2022-08-24 12:30:00,3.17,89.41
2022-08-24 13:00:00,3.17,89.41
2022-08-24 13:30:00,3.17,89.41
2022-08-24 14:00:00,3.16,88.92
2022-08-24 14:30:00,3.16,88.92
2022-08-24 15:00:00,3.15,88.42
2022-08-24 15:30:00,3.15,88.42
2022-08-24 16:00:00,3.15,88.42
2022-08-24 16:30:00,3.14,87.93
2022-08-24 17:00:00,3.14,87.93
2022-08-24 17:30:00,3.14,87.93
2022-08-24 18:00:00,3.14,87.93
2022-08-24 18:30:00,3.13,87.44
2022-08-24 19:00:00,3.12,86.95
2022-08-24 19:30:00,3.12,86.95
2022-08-24 20:00:00,3.11,86.46
2022-08-24 20:30:00,3.11,86.46
2022-08-24 21:00:00,3.11,86.46
2022-08-24 21:30:00,3.1,85.98
2022-08-24 22:00:00,3.09,85.49
2022-08-24 22:30:00,3.09,85.49
2022-08-24 23:00:00,3.08,85.0
2022-08-24 23:30:00,3.08,85.0
2022-08-25 00:00:00,3.07,84.52
2022-08-25 00:30:00,3.07,84.52
2022-08-25 01:00:00,3.06,84.04
2022-08-25 01:30:00,3.05,83.56
2022-08-25 02:00:00,3.04,83.08
2022-08-25 02:30:00,3.04,83.08
2022-08-25 03:00:00,3.03,82.6
2022-08-25 03:30:00,3.02,82.12
2022-08-25 04:00:00,3.02,82.12
2022-08-25 04:30:00,3.01,81.64
2022-08-25 05:00:00,3.0,81.17
2022-08-25 05:30:00,2.99,80.69
2022-08-25 06:00:00,2.99,80.69
2022-08-25 06:30:00,2.98,80.22
2022-08-25 07:00:00,2.97,79.75
2022-08-25 07:30:00,2.96,79.28
2022-08-25 08:00:00,2.95,78.81
2022-08-25 08:30:00,2.94,78.34
2022-08-25 09:00:00,2.93,77.87
2022-08-25 09:30:00,2.92,77.41
2022-08-25 10:00:00,2.91,76.94
2022-08-25 10:30:00,2.91,76.94
2022-08-25 11:00:00,2.89,76.01
2022-08-25 11:30:00,2.89,76.01
2022-08-25 12:00:00,2.88,75.55
2022-08-25 12:30:00,2.87,75.09
2022-08-25 13:00:00,2.86,74.63
2022-08-25 13:30:00,2.85,74.18
2022-08-25 14:00:00,2.84,73.72
2022-08-25 14:30:00,2.83,73.26
2022-08-25 15:00:00,2.82,72.81
2022-08-25 15:30:00,2.81,72.36
2022-08-25 16:00:00,2.8,71.9
2022-08-25 16:30:00,2.79,71.45
2022-08-25 17:00:00,2.78,71.0
2022-08-25 17:30:00,2.77,70.56
2022-08-25 18:00:00,2.76,70.11
2022-08-25 18:30:00,2.74,69.22
2022-08-25 19:00:00,2.73,68.77
2022-08-25 19:30:00,2.72,68.33
2022-08-25 20:00:00,2.71,67.89
2022-08-25 20:30:00,2.7,67.45
2022-08-25 21:00:00,2.69,67.01
2022-08-25 21:30:00,2.67,66.14
2022-08-25 22:00:00,2.66,65.7
2022-08-25 22:30:00,2.66,65.7
2022-08-25 23:00:00,2.64,64.84
2022-08-25 23:30:00,2.63,64.4
2022-08-26 00:00:00,2.62,63.97
2022-08-26 00:30:00,2.6,63.12
2022-08-26 01:00:00,2.59,62.69
2022-08-26 01:30:00,2.58,62.26
2022-08-26 02:00:00,2.57,61.84
2022-08-26 02:30:00,2.56,61.42
2022-08-26 03:00:00,2.54,60.58
2022-08-26 03:30:00,2.53,60.16
2022-08-26 04:00:00,2.52,59.74
2022-08-26 04:30:00,2.51,59.32
2022-08-26 05:00:00,2.5,58.91
2022-08-26 05:30:00,2.48,58.08
2022-08-26 06:00:00,2.47,57.67
2022-08-26 06:30:00,2.46,57.26
2022-08-26 07:00:00,2.44,56.44
2022-08-26 07:30:00,2.43,56.03
2022-08-26 08:00:00,2.42,55.62
2022-08-26 08:30:00,2.41,55.22
2022-08-26 09:00:00,2.39,54.41
2022-08-26 09:30:00,2.38,54.01
2022-08-26 10:00:00,2.37,53.61
2022-08-26 10:30:00,2.36,53.22
2022-08-26 11:00:00,2.34,52.42
2022-08-26 11:30:00,2.33,52.03
2022-08-26 12:00:00,2.32,51.64
2022-08-26 12:30:00,2.3,50.85
2022-08-26 13:00:00,2.29,50.46
2022-08-26 13:30:00,2.28,50.08
2022-08-26 14:00:00,2.27,49.69
2022-08-26 14:30:00,2.26,49.3
2022-08-26 15:00:00,2.25,48.92
2022-08-26 15:30:00,2.24,48.53
2022-08-26 16:00:00,2.22,47.77
2022-08-26 16:30:00,2.22,47.77
2022-08-26 17:00:00,2.2,47.01
2022-08-26 17:30:00,2.19,46.64
2022-08-26 18:00:00,2.18,46.26
2022-08-26 18:30:00,2.17,45.89
2022-08-26 19:00:00,2.16,45.52
2022-08-26 19:30:00,2.15,45.14
2022-08-26 20:00:00,2.15,45.14
2022-08-26 20:30:00,2.14,44.77
2022-08-26 21:00:00,2.13,44.4
2022-08-26 21:30:00,2.12,44.04
2022-08-26 22:00:00,2.11,43.67
2022-08-26 22:30:00,2.1,43.3
2022-08-26 23:00:00,2.09,42.94
2022-08-26 23:30:00,2.08,42.58
2022-08-27 00:00:00,2.08,42.58
2022-08-27 00:30:00,2.07,42.22
2022-08-27 01:00:00,2.06,41.86
2022-08-27 01:30:00,2.05,41.5
2022-08-27 02:00:00,2.05,41.5
2022-08-27 02:30:00,2.04,41.14
2022-08-27 03:00:00,2.03,40.78
2022-08-27 03:30:00,2.03,40.78
2022-08-27 04:00:00,2.02,40.43
2022-08-27 04:30:00,2.01,40.07
2022-08-27 05:00:00,2.0,39.72
2022-08-27 05:30:00,2.0,39.72
2022-08-27 06:00:00,1.99,39.37
2022-08-27 06:30:00,1.99,39.37
2022-08-27 07:00:00,1.98,39.02
2022-08-27 07:30:00,1.98,39.02
2022-08-27 08:00:00,1.97,38.67
2022-08-27 08:30:00,1.96,38.33
2022-08-27 09:00:00,1.96,38.33
2022-08-27 09:30:00,1.95,37.98
2022-08-27 10:00:00,1.95,37.98
2022-08-27 10:30:00,1.94,37.64
2022-08-27 11:00:00,1.94,37.64
2022-08-27 11:30:00,1.93,37.29
2022-08-27 12:00:00,1.93,37.29
2022-08-27 12:30:00,1.92,36.95
2022-08-27 13:00:00,1.92,36.95
2022-08-27 13:30:00,1.92,36.95
2022-08-27 14:00:00,1.91,36.61
2022-08-27 14:30:00,1.91,36.61
2022-08-27 15:00:00,1.91,36.61
2022-08-27 15:30:00,1.9,36.27
2022-08-27 16:00:00,1.9,36.27
2022-08-27 16:30:00,1.9,36.27
2022-08-27 17:00:00,1.9,36.27
2022-08-27 17:30:00,1.89,35.93
2022-08-27 18:00:00,1.89,35.93
2022-08-27 18:30:00,1.89,35.93
2022-08-27 19:00:00,1.88,35.6
2022-08-27 19:30:00,1.88,35.6
2022-08-27 20:00:00,1.88,35.6
2022-08-27 20:30:00,1.88,35.6
2022-08-27 21:00:00,1.88,35.6
2022-08-27 21:30:00,1.88,35.6
2022-08-27 22:00:00,1.88,35.6
2022-08-27 22:30:00,1.87,35.26
2022-08-27 23:00:00,1.88,35.6
2022-08-27 23:30:00,1.88,35.6
2022-08-28 00:00:00,1.87,35.26
2022-08-28 00:30:00,1.88,35.6
2022-08-28 01:00:00,1.87,35.26
2022-08-28 01:30:00,1.87,35.26
2022-08-28 02:00:00,1.87,35.26
2022-08-28 02:30:00,1.88,35.6
2022-08-28 03:00:00,1.88,35.6
2022-08-28 03:30:00,1.88,35.6
2022-08-28 04:00:00,1.88,35.6
2022-08-28 04:30:00,1.88,35.6
2022-08-28 05:00:00,1.88,35.6
2022-08-28 05:30:00,1.88,35.6
2022-08-28 06:00:00,1.89,35.93
2022-08-28 06:30:00,1.89,35.93
2022-08-28 07:00:00,1.89,35.93
2022-08-28 07:30:00,1.89,35.93
2022-08-28 08:00:00,1.9,36.27
2022-08-28 08:30:00,1.9,36.27
2022-08-28 09:00:00,1.91,36.61
2022-08-28 09:30:00,1.91,36.61
2022-08-28 10:00:00,1.91,36.61
2022-08-28 10:30:00,1.91,36.61
2022-08-28 11:00:00,1.92,36.95
2022-08-28 11:30:00,1.92,36.95
2022-08-28 12:00:00,1.93,37.29
2022-08-28 12:30:00,1.93,37.29
2022-08-28 13:00:00,1.93,37.29
2022-08-28 13:30:00,1.94,37.64
2022-08-28 14:00:00,1.94,37.64
2022-08-28 14:30:00,1.95,37.98
2022-08-28 15:00:00,1.95,37.98
2022-08-28 15:30:00,1.95,37.98
2022-08-28 16:00:00,1.96,38.33
2022-08-28 16:30:00,1.96,38.33
2022-08-28 17:00:00,1.97,38.67
2022-08-28 17:30:00,1.97,38.67
2022-08-28 18:00:00,1.98,39.02
2022-08-28 18:30:00,1.98,39.02
2022-08-28 19:00:00,1.98,39.02
2022-08-28 19:30:00,1.99,39.37
2022-08-28 20:00:00,1.99,39.37
2022-08-28 20:30:00,2.0,39.72
2022-08-28 21:00:00,2.0,39.72
2022-08-28 21:30:00,2.01,40.07
2022-08-28 22:00:00,2.01,40.07
2022-08-28 22:30:00,2.02,40.43
2022-08-28 23:00:00,2.02,40.43
2022-08-28 23:30:00,2.03,40.78
2022-08-29 00:00:00,2.03,40.78
2022-08-29 00:30:00,2.04,41.14
2022-08-29 01:00:00,2.04,41.14
2022-08-29 01:30:00,2.04,41.14
2022-08-29 02:00:00,2.05,41.5
2022-08-29 02:30:00,2.05,41.5
2022-08-29 03:00:00,2.06,41.86
2022-08-29 03:30:00,2.06,41.86
2022-08-29 04:00:00,2.07,42.22
2022-08-29 04:30:00,2.07,42.22
2022-08-29 05:00:00,2.08,42.58
2022-08-29 05:30:00,2.08,42.58
2022-08-29 06:00:00,2.08,42.58
2022-08-29 06:30:00,2.09,42.94
2022-08-29 07:00:00,2.09,42.94
2022-08-29 07:30:00,2.1,43.3
2022-08-29 08:00:00,2.1,43.3
2022-08-29 08:30:00,2.1,43.3
2022-08-29 09:00:00,2.11,43.67
2022-08-29 09:30:00,2.11,43.67
2022-08-29 10:00:00,2.12,44.04
2022-08-29 10:30:00,2.12,44.04
2022-08-29 11:00:00,2.12,44.04
2022-08-29 11:30:00,2.13,44.4
2022-08-29 12:00:00,2.13,44.4
2022-08-29 12:30:00,2.14,44.77
2022-08-29 13:00:00,2.14,44.77
2022-08-29 13:30:00,2.15,45.14
2022-08-29 14:00:00,2.15,45.14
2022-08-29 14:30:00,2.16,45.52
2022-08-29 15:00:00,2.16,45.52
2022-08-29 15:30:00,2.17,45.89
2022-08-29 16:00:00,2.17,45.89
2022-08-29 16:30:00,2.17,45.89
2022-08-29 17:00:00,2.18,46.26
2022-08-29 17:30:00,2.18,46.26
2022-08-29 18:00:00,2.19,46.64
2022-08-29 18:30:00,2.19,46.64
2022-08-29 19:00:00,2.2,47.01
2022-08-29 19:30:00,2.2,47.01
2022-08-29 20:00:00,2.21,47.39
2022-08-29 20:30:00,2.21,47.39
2022-08-29 21:00:00,2.22,47.77
2022-08-29 21:30:00,2.22,47.77
2022-08-29 22:00:00,2.23,48.15
2022-08-29 22:30:00,2.23,48.15
2022-08-29 23:00:00,2.24,48.53
2022-08-29 23:30:00,2.24,48.53
2022-08-30 00:00:00,2.24,48.53
2022-08-30 00:30:00,2.25,48.92
2022-08-30 01:00:00,2.26,49.3
2022-08-30 01:30:00,2.26,49.3
2022-08-30 02:00:00,2.27,49.69
2022-08-30 02:30:00,2.27,49.69
2022-08-30 03:00:00,2.28,50.08
2022-08-30 03:30:00,2.28,50.08
2022-08-30 04:00:00,2.29,50.46
2022-08-30 04:30:00,2.29,50.46
2022-08-30 05:00:00,2.3,50.85
2022-08-30 05:30:00,2.3,50.85
2022-08-30 06:00:00,2.31,51.24
2022-08-30 06:30:00,2.31,51.24
2022-08-30 07:00:00,2.32,51.64
2022-08-30 07:30:00,2.32,51.64
2022-08-30 08:00:00,2.33,52.03
2022-08-30 08:30:00,2.33,52.03
2022-08-30 09:00:00,2.33,52.03
2022-08-30 09:30:00,2.34,52.42
2022-08-30 10:00:00,2.34,52.42
2022-08-30 10:30:00,2.35,52.82
2022-08-30 11:00:00,2.36,53.22
2022-08-30 11:30:00,2.36,53.22
