Location Names,Paso Mazangano,Paso Mazangano
2022-08-30 12:00:00,2.36,53.22
2022-08-30 12:30:00,2.37,53.61
2022-08-30 13:00:00,2.38,54.01
2022-08-30 13:30:00,2.38,54.01
2022-08-30 14:00:00,2.39,54.41
2022-08-30 14:30:00,2.39,54.41
2022-08-30 15:00:00,2.4,54.82
2022-08-30 15:30:00,2.4,54.82
2022-08-30 16:00:00,2.41,55.22
2022-08-30 16:30:00,2.42,55.62
2022-08-30 17:00:00,2.42,55.62
2022-08-30 17:30:00,2.42,55.62
2022-08-30 18:00:00,2.43,56.03
2022-08-30 18:30:00,2.44,56.44
2022-08-30 19:00:00,2.44,56.44
2022-08-30 19:30:00,2.45,56.85
2022-08-30 20:00:00,2.45,56.85
2022-08-30 20:30:00,2.46,57.26
2022-08-30 21:00:00,2.46,57.26
2022-08-30 21:30:00,2.47,57.67
2022-08-30 22:00:00,2.47,57.67
2022-08-30 22:30:00,2.48,58.08
2022-08-30 23:00:00,2.48,58.08
2022-08-30 23:30:00,2.49,58.49
2022-08-31 00:00:00,2.5,58.91
2022-08-31 00:30:00,2.5,58.91
2022-08-31 01:00:00,2.51,59.32
2022-08-31 01:30:00,2.51,59.32
2022-08-31 02:00:00,2.52,59.74
2022-08-31 02:30:00,2.52,59.74
2022-08-31 03:00:00,2.53,60.16
2022-08-31 03:30:00,2.53,60.16
2022-08-31 04:00:00,2.54,60.58
2022-08-31 04:30:00,2.54,60.58
2022-08-31 05:00:00,2.55,61.0
2022-08-31 05:30:00,2.56,61.42
2022-08-31 06:00:00,2.56,61.42
2022-08-31 06:30:00,2.56,61.42
2022-08-31 07:00:00,2.57,61.84
2022-08-31 07:30:00,2.58,62.26
2022-08-31 08:00:00,2.58,62.26
2022-08-31 08:30:00,2.59,62.69
2022-08-31 09:00:00,2.59,62.69
2022-08-31 09:30:00,2.6,63.12
2022-08-31 10:00:00,2.6,63.12
2022-08-31 10:30:00,2.6,63.12
2022-08-31 11:00:00,2.61,63.54
2022-08-31 11:30:00,2.62,63.97
2022-08-31 12:00:00,2.62,63.97
2022-08-31 12:30:00,2.63,64.4
2022-08-31 13:00:00,2.63,64.4
2022-08-31 13:30:00,2.64,64.84
2022-08-31 14:00:00,2.64,64.84
2022-08-31 14:30:00,2.65,65.27
2022-08-31 15:00:00,2.65,65.27
2022-08-31 15:30:00,2.65,65.27
2022-08-31 16:00:00,2.66,65.7
2022-08-31 16:30:00,2.66,65.7
2022-08-31 17:00:00,2.67,66.14
2022-08-31 17:30:00,2.67,66.14
2022-08-31 18:00:00,2.68,66.57
2022-08-31 18:30:00,2.69,67.01
2022-08-31 19:00:00,2.69,67.01
2022-08-31 19:30:00,2.69,67.01
2022-08-31 20:00:00,2.7,67.45
2022-08-31 20:30:00,2.7,67.45
2022-08-31 21:00:00,2.71,67.89
2022-08-31 21:30:00,2.71,67.89
2022-08-31 22:00:00,2.71,67.89
2022-08-31 22:30:00,2.72,68.33
2022-08-31 23:00:00,2.72,68.33
2022-08-31 23:30:00,2.73,68.77
2022-09-01 00:00:00,2.73,68.77
2022-09-01 00:30:00,2.74,69.22
2022-09-01 01:00:00,2.74,69.22
2022-09-01 01:30:00,2.75,69.66
2022-09-01 02:00:00,2.75,69.66
2022-09-01 02:30:00,2.75,69.66
2022-09-01 03:00:00,2.76,70.11
2022-09-01 03:30:00,2.76,70.11
2022-09-01 04:00:00,2.77,70.56
2022-09-01 04:30:00,2.77,70.56
2022-09-01 05:00:00,2.77,70.56
2022-09-01 05:30:00,2.77,70.56
2022-09-01 06:00:00,2.78,71.0
2022-09-01 06:30:00,2.78,71.0
2022-09-01 07:00:00,2.79,71.45
2022-09-01 07:30:00,2.79,71.45
2022-09-01 08:00:00,2.79,71.45
2022-09-01 08:30:00,2.79,71.45
2022-09-01 09:00:00,2.8,71.9
2022-09-01 09:30:00,2.8,71.9
2022-09-01 10:00:00,2.81,72.36
2022-09-01 10:30:00,2.81,72.36
2022-09-01 11:00:00,2.81,72.36
2022-09-01 11:30:00,2.82,72.81
2022-09-01 12:00:00,2.82,72.81
2022-09-01 12:30:00,2.83,73.26
2022-09-01 13:00:00,2.83,73.26
2022-09-01 13:30:00,2.83,73.26
2022-09-01 14:00:00,2.84,73.72
2022-09-01 14:30:00,2.84,73.72
2022-09-01 15:00:00,2.84,73.72
2022-09-01 15:30:00,2.84,73.72
2022-09-01 16:00:00,2.85,74.18
2022-09-01 16:30:00,2.85,74.18
2022-09-01 17:00:00,2.86,74.63
2022-09-01 17:30:00,2.86,74.63
2022-09-01 18:00:00,2.87,75.09
2022-09-01 18:30:00,2.87,75.09
2022-09-01 19:00:00,2.88,75.55
2022-09-01 19:30:00,2.87,75.09
2022-09-01 20:00:00,2.88,75.55
2022-09-01 20:30:00,2.89,76.01
2022-09-01 21:00:00,2.89,76.01
2022-09-01 21:30:00,2.89,76.01
2022-09-01 22:00:00,2.9,76.48
2022-09-01 22:30:00,2.9,76.48
2022-09-01 23:00:00,2.91,76.94
2022-09-01 23:30:00,2.91,76.94
2022-09-02 00:00:00,2.91,76.94
2022-09-02 00:30:00,2.92,77.41
2022-09-02 01:00:00,2.92,77.41
2022-09-02 01:30:00,2.92,77.41
2022-09-02 02:00:00,2.93,77.87
2022-09-02 02:30:00,2.93,77.87
2022-09-02 03:00:00,2.93,77.87
2022-09-02 03:30:00,2.94,78.34
2022-09-02 04:00:00,2.94,78.34
2022-09-02 04:30:00,2.94,78.34
2022-09-02 05:00:00,2.95,78.81
2022-09-02 05:30:00,2.95,78.81
2022-09-02 06:00:00,2.95,78.81
2022-09-02 06:30:00,2.96,79.28
2022-09-02 07:00:00,2.96,79.28
2022-09-02 07:30:00,2.96,79.28
2022-09-02 08:00:00,2.96,79.28
2022-09-02 08:30:00,2.97,79.75
2022-09-02 09:00:00,2.97,79.75
2022-09-02 09:30:00,2.98,80.22
2022-09-02 10:00:00,2.98,80.22
2022-09-02 10:30:00,2.98,80.22
2022-09-02 11:00:00,2.98,80.22
2022-09-02 11:30:00,2.99,80.69
2022-09-02 12:00:00,2.99,80.69
2022-09-02 12:30:00,2.99,80.69
2022-09-02 13:00:00,3.0,81.17
2022-09-02 13:30:00,3.0,81.17
2022-09-02 14:00:00,3.0,81.17
2022-09-02 14:30:00,3.0,81.17
2022-09-02 15:00:00,3.01,81.64
2022-09-02 15:30:00,3.01,81.64
2022-09-02 16:00:00,3.01,81.64
2022-09-02 16:30:00,3.01,81.64
2022-09-02 17:00:00,3.02,82.12
2022-09-02 17:30:00,3.02,82.12
2022-09-02 18:00:00,3.02,82.12
2022-09-02 18:30:00,3.02,82.12
2022-09-02 19:00:00,3.02,82.12
2022-09-02 19:30:00,3.03,82.6
2022-09-02 20:00:00,3.03,82.6
2022-09-02 20:30:00,3.03,82.6
2022-09-02 21:00:00,3.03,82.6
2022-09-02 21:30:00,3.03,82.6
2022-09-02 22:00:00,3.03,82.6
2022-09-02 22:30:00,3.03,82.6
2022-09-02 23:00:00,3.03,82.6
2022-09-02 23:30:00,3.04,83.08
2022-09-03 00:00:00,3.04,83.08
2022-09-03 00:30:00,3.04,83.08
2022-09-03 01:00:00,3.04,83.08
2022-09-03 01:30:00,3.04,83.08
2022-09-03 02:00:00,3.04,83.08
2022-09-03 02:30:00,3.04,83.08
2022-09-03 03:00:00,3.04,83.08
2022-09-03 03:30:00,3.04,83.08
2022-09-03 04:00:00,3.04,83.08
2022-09-03 04:30:00,3.04,83.08
2022-09-03 05:00:00,3.04,83.08
2022-09-03 05:30:00,3.04,83.08
2022-09-03 06:00:00,3.03,82.6
2022-09-03 06:30:00,3.03,82.6
2022-09-03 07:00:00,3.03,82.6
2022-09-03 07:30:00,3.03,82.6
2022-09-03 08:00:00,3.03,82.6
2022-09-03 08:30:00,3.03,82.6
2022-09-03 09:00:00,3.03,82.6
2022-09-03 09:30:00,3.02,82.12
2022-09-03 10:00:00,3.02,82.12
2022-09-03 10:30:00,3.02,82.12
2022-09-03 11:00:00,3.02,82.12
2022-09-03 11:30:00,3.01,81.64
2022-09-03 12:00:00,3.01,81.64
2022-09-03 12:30:00,3.01,81.64
2022-09-03 13:00:00,3.01,81.64
2022-09-03 13:30:00,3.01,81.64
2022-09-03 14:00:00,3.0,81.17
2022-09-03 14:30:00,3.0,81.17
2022-09-03 15:00:00,3.0,81.17
2022-09-03 15:30:00,2.99,80.69
2022-09-03 16:00:00,2.99,80.69
2022-09-03 16:30:00,2.99,80.69
2022-09-03 17:00:00,2.99,80.69
2022-09-03 17:30:00,2.99,80.69
2022-09-03 18:00:00,2.99,80.69
2022-09-03 18:30:00,2.98,80.22
2022-09-03 19:00:00,2.98,80.22
2022-09-03 19:30:00,2.98,80.22
2022-09-03 20:00:00,2.97,79.75
2022-09-03 20:30:00,2.97,79.75
2022-09-03 21:00:00,2.97,79.75
2022-09-03 21:30:00,2.96,79.28
2022-09-03 22:00:00,2.96,79.28
2022-09-03 22:30:00,2.96,79.28
2022-09-03 23:00:00,2.96,79.28
2022-09-03 23:30:00,2.96,79.28
2022-09-04 00:00:00,2.95,78.81
2022-09-04 00:30:00,2.95,78.81
2022-09-04 01:00:00,2.94,78.34
2022-09-04 01:30:00,2.94,78.34
2022-09-04 02:00:00,2.94,78.34
2022-09-04 02:30:00,2.94,78.34
2022-09-04 03:00:00,2.93,77.87
2022-09-04 03:30:00,2.93,77.87
2022-09-04 04:00:00,2.93,77.87
2022-09-04 04:30:00,2.92,77.41
2022-09-04 05:00:00,2.92,77.41
2022-09-04 05:30:00,2.92,77.41
2022-09-04 06:00:00,2.91,76.94
2022-09-04 06:30:00,2.91,76.94
2022-09-04 07:00:00,2.91,76.94
2022-09-04 07:30:00,2.91,76.94
2022-09-04 08:00:00,2.9,76.48
2022-09-04 08:30:00,2.9,76.48
2022-09-04 09:00:00,2.89,76.01
2022-09-04 09:30:00,2.89,76.01
2022-09-04 10:00:00,2.89,76.01
2022-09-04 10:30:00,2.88,75.55
2022-09-04 11:00:00,2.88,75.55
2022-09-04 11:30:00,2.88,75.55
2022-09-04 12:00:00,2.88,75.55
2022-09-04 12:30:00,2.87,75.09
2022-09-04 13:00:00,2.87,75.09
2022-09-04 13:30:00,2.87,75.09
2022-09-04 14:00:00,2.87,75.09
2022-09-04 14:30:00,2.87,75.09
2022-09-04 15:00:00,2.86,74.63
2022-09-04 15:30:00,2.86,74.63
2022-09-04 16:00:00,2.86,74.63
2022-09-04 16:30:00,2.85,74.18
2022-09-04 17:00:00,2.85,74.18
2022-09-04 17:30:00,2.85,74.18
2022-09-04 18:00:00,2.85,74.18
2022-09-04 18:30:00,2.85,74.18
2022-09-04 19:00:00,2.85,74.18
2022-09-04 19:30:00,2.85,74.18
2022-09-04 20:00:00,2.84,73.72
2022-09-04 20:30:00,2.84,73.72
2022-09-04 21:00:00,2.84,73.72
2022-09-04 21:30:00,2.84,73.72
2022-09-04 22:00:00,2.84,73.72
2022-09-04 22:30:00,2.84,73.72
2022-09-04 23:00:00,2.84,73.72
2022-09-04 23:30:00,2.83,73.26
2022-09-05 00:00:00,2.83,73.26
2022-09-05 00:30:00,2.83,73.26
2022-09-05 01:00:00,2.83,73.26
2022-09-05 01:30:00,2.83,73.26
2022-09-05 02:00:00,2.83,73.26
2022-09-05 02:30:00,2.83,73.26
2022-09-05 03:00:00,2.83,73.26
2022-09-05 03:30:00,2.82,72.81
2022-09-05 04:00:00,2.83,73.26
2022-09-05 04:30:00,2.83,73.26
2022-09-05 05:00:00,2.82,72.81
2022-09-05 05:30:00,2.82,72.81
2022-09-05 06:00:00,2.83,73.26
2022-09-05 06:30:00,2.83,73.26
2022-09-05 07:00:00,2.83,73.26
2022-09-05 07:30:00,2.82,72.81
2022-09-05 08:00:00,2.83,73.26
2022-09-05 08:30:00,2.82,72.81
2022-09-05 09:00:00,2.82,72.81
2022-09-05 09:30:00,2.83,73.26
2022-09-05 10:00:00,2.83,73.26
2022-09-05 10:30:00,2.82,72.81
2022-09-05 11:00:00,2.82,72.81
2022-09-05 11:30:00,2.83,73.26
2022-09-05 12:00:00,2.83,73.26
2022-09-05 12:30:00,2.83,73.26
2022-09-05 13:00:00,2.83,73.26
2022-09-05 13:30:00,2.83,73.26
2022-09-05 14:00:00,2.83,73.26
2022-09-05 14:30:00,2.83,73.26
2022-09-05 15:00:00,2.84,73.72
2022-09-05 15:30:00,2.84,73.72
2022-09-05 16:00:00,2.84,73.72
2022-09-05 16:30:00,2.84,73.72
2022-09-05 17:00:00,2.84,73.72
2022-09-05 17:30:00,2.84,73.72
2022-09-05 18:00:00,2.85,74.18
2022-09-05 18:30:00,2.85,74.18
2022-09-05 19:00:00,2.86,74.63
2022-09-05 19:30:00,2.86,74.63
2022-09-05 20:00:00,2.86,74.63
2022-09-05 20:30:00,2.86,74.63
2022-09-05 21:00:00,2.86,74.63
2022-09-05 21:30:00,2.86,74.63
2022-09-05 22:00:00,2.87,75.09
2022-09-05 22:30:00,2.87,75.09
2022-09-05 23:00:00,2.87,75.09
2022-09-05 23:30:00,2.87,75.09
2022-09-06 00:00:00,2.88,75.55
2022-09-06 00:30:00,2.88,75.55
2022-09-06 01:00:00,2.88,75.55
2022-09-06 01:30:00,2.89,76.01
2022-09-06 02:00:00,2.89,76.01
2022-09-06 02:30:00,2.89,76.01
2022-09-06 03:00:00,2.9,76.48
2022-09-06 03:30:00,2.9,76.48
2022-09-06 04:00:00,2.9,76.48
2022-09-06 04:30:00,2.91,76.94
2022-09-06 05:00:00,2.91,76.94
2022-09-06 05:30:00,2.91,76.94
2022-09-06 06:00:00,2.92,77.41
2022-09-06 06:30:00,2.92,77.41
2022-09-06 07:00:00,2.92,77.41
2022-09-06 07:30:00,2.93,77.87
2022-09-06 08:00:00,2.93,77.87
2022-09-06 08:30:00,2.93,77.87
2022-09-06 09:00:00,2.93,77.87
2022-09-06 09:30:00,2.94,78.34
2022-09-06 10:00:00,2.94,78.34
2022-09-06 10:30:00,2.95,78.81
2022-09-06 11:00:00,2.95,78.81
2022-09-06 11:30:00,2.95,78.81
2022-09-06 12:00:00,2.95,78.81
2022-09-06 12:30:00,2.96,79.28
2022-09-06 13:00:00,2.97,79.75
2022-09-06 13:30:00,2.97,79.75
2022-09-06 14:00:00,2.98,80.22
2022-09-06 14:30:00,2.98,80.22
2022-09-06 15:00:00,2.98,80.22
2022-09-06 15:30:00,2.99,80.69
2022-09-06 16:00:00,2.99,80.69
2022-09-06 16:30:00,3.0,81.17
2022-09-06 17:00:00,3.0,81.17
2022-09-06 17:30:00,3.01,81.64
2022-09-06 18:00:00,3.01,81.64
2022-09-06 18:30:00,3.02,82.12
2022-09-06 19:00:00,3.02,82.12
2022-09-06 19:30:00,3.02,82.12
2022-09-06 20:00:00,3.03,82.6
2022-09-06 20:30:00,3.02,82.12
2022-09-06 21:00:00,3.04,83.08
2022-09-06 21:30:00,3.04,83.08
2022-09-06 22:00:00,3.04,83.08
2022-09-06 22:30:00,3.04,83.08
2022-09-06 23:00:00,3.05,83.56
2022-09-06 23:30:00,3.06,84.04
2022-09-07 00:00:00,3.06,84.04
